BusinessEntityID,NationalIDNumber,LoginID,JobTitle,BirthDate,Gender,HireDate,VacationHours,SickLeaveHours,Name,GroupName,Name,StartTime,EndTime,StartDate,EndDate,ModifiedDate
253,407505660,adventure-works\linda2,Buyer,1964-12-31,F,2004-01-18,56,48,Purchasing,Inventory Management,Day,07:00:00.0000000,15:00:00.0000000,2004-01-18,NULL,2004-01-17 00:00:00.000
254,482810518,adventure-works\fukiko0,Buyer,1964-12-25,M,2004-02-05,57,48,Purchasing,Inventory Management,Day,07:00:00.0000000,15:00:00.0000000,2004-02-05,NULL,2004-02-04 00:00:00.000
255,466142721,adventure-works\gordon0,Buyer,1960-12-30,M,2004-02-12,52,46,Purchasing,Inventory Management,Day,07:00:00.0000000,15:00:00.0000000,2004-02-12,NULL,2004-02-11 00:00:00.000
256,367453993,adventure-works\frank2,Buyer,1946-06-13,M,2004-02-24,58,49,Purchasing,Inventory Management,Day,07:00:00.0000000,15:00:00.0000000,2004-02-24,NULL,2004-02-23 00:00:00.000
257,381073001,adventure-works\eric2,Buyer,1966-10-19,M,2004-02-28,54,47,Purchasing,Inventory Management,Day,07:00:00.0000000,15:00:00.0000000,2004-02-28,NULL,2004-02-27 00:00:00.000
258,785853949,adventure-works\erin0,Buyer,1965-02-04,F,2004-03-03,53,46,Purchasing,Inventory Management,Day,07:00:00.0000000,15:00:00.0000000,2004-03-03,NULL,2004-03-02 00:00:00.000
259,20269531,adventure-works\ben0,Buyer,1967-07-05,M,2004-04-09,55,47,Purchasing,Inventory Management,Day,07:00:00.0000000,15:00:00.0000000,2004-04-09,NULL,2004-04-08 00:00:00.000
260,437296311,adventure-works\annette0,Purchasing Assistant,1972-03-01,F,2005-01-06,50,45,Purchasing,Inventory Management,Day,07:00:00.0000000,15:00:00.0000000,2005-01-06,NULL,2005-01-05 00:00:00.000
261,280633567,adventure-works\reinout0,Purchasing Assistant,1972-02-18,M,2005-01-25,51,45,Purchasing,Inventory Management,Day,07:00:00.0000000,15:00:00.0000000,2005-01-25,NULL,2005-01-24 00:00:00.000
262,231203233,adventure-works\david5,Assistant to the Chief Financial Officer,1958-07-23,M,2003-02-13,56,48,Finance,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-02-13,NULL,2003-02-12 00:00:00.000
263,441044382,adventure-works\jean0,Information Services Manager,1970-01-13,F,2003-01-12,65,52,Information Services,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-01-12,NULL,2003-01-11 00:00:00.000
264,858323870,adventure-works\stephanie0,Network Manager,1978-04-26,F,2003-03-08,68,54,Information Services,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-03-08,NULL,2003-03-07 00:00:00.000
265,749389530,adventure-works\ashvini0,Network Administrator,1971-04-28,M,2003-01-05,70,55,Information Services,Executive General and Administration,Evening,15:00:00.0000000,23:00:00.0000000,2003-01-05,NULL,2003-01-04 00:00:00.000
266,672243793,adventure-works\peter1,Network Administrator,1974-06-29,M,2003-03-27,69,54,Information Services,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-03-27,NULL,2003-03-26 00:00:00.000
267,58317344,adventure-works\karen1,Application Specialist,1972-06-19,F,2003-03-20,74,57,Information Services,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-03-20,NULL,2003-03-19 00:00:00.000
268,314747499,adventure-works\ramesh0,Application Specialist,1982-04-14,M,2003-03-07,73,56,Information Services,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-03-07,NULL,2003-03-06 00:00:00.000
269,671089628,adventure-works\dan0,Application Specialist,1975-07-28,M,2003-02-12,72,56,Information Services,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-02-12,NULL,2003-02-11 00:00:00.000
270,643805155,adventure-works\françois0,Database Administrator,1969-06-17,M,2003-02-18,67,53,Information Services,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-02-18,NULL,2003-02-17 00:00:00.000
271,929666391,adventure-works\dan1,Database Administrator,1970-02-06,M,2003-02-23,66,53,Information Services,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-02-23,NULL,2003-02-22 00:00:00.000
272,525932996,adventure-works\janaina0,Application Specialist,1979-03-03,F,2003-01-24,71,55,Information Services,Executive General and Administration,Day,07:00:00.0000000,15:00:00.0000000,2003-01-24,NULL,2003-01-23 00:00:00.000
273,112432117,adventure-works\brian3,Vice President of Sales,1971-07-08,M,2005-03-18,10,25,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2005-03-18,NULL,2005-03-17 00:00:00.000
274,502097814,adventure-works\stephen0,North American Sales Manager,1945-11-17,M,2005-02-04,14,27,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2005-02-04,NULL,2005-02-03 00:00:00.000
275,841560125,adventure-works\michael9,Sales Representative,1963-01-26,M,2005-07-01,38,39,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2005-07-01,NULL,2005-06-30 00:00:00.000
276,191644724,adventure-works\linda3,Sales Representative,1974-03-30,F,2005-07-01,27,33,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2005-07-01,NULL,2005-06-30 00:00:00.000
277,615389812,adventure-works\jillian0,Sales Representative,1956-09-29,F,2005-07-01,24,32,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2005-07-01,NULL,2005-06-30 00:00:00.000
278,234474252,adventure-works\garrett1,Sales Representative,1969-03-07,M,2005-07-01,33,36,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2005-07-01,NULL,2005-06-30 00:00:00.000
279,716374314,adventure-works\tsvi0,Sales Representative,1968-02-19,M,2005-07-01,29,34,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2005-07-01,NULL,2005-06-30 00:00:00.000
280,61161660,adventure-works\pamela0,Sales Representative,1969-01-06,F,2005-07-01,22,31,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2005-07-01,NULL,2005-06-30 00:00:00.000
281,139397894,adventure-works\shu0,Sales Representative,1962-04-10,M,2005-07-01,26,33,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2005-07-01,NULL,2005-06-30 00:00:00.000
282,399771412,adventure-works\josé1,Sales Representative,1958-01-11,M,2005-07-01,31,35,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2005-07-01,NULL,2005-06-30 00:00:00.000
283,987554265,adventure-works\david8,Sales Representative,1968-03-14,M,2005-07-01,23,31,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2005-07-01,NULL,2005-06-30 00:00:00.000
284,90836195,adventure-works\tete0,Sales Representative,1972-02-06,M,2006-11-01,39,39,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2006-11-01,NULL,2006-10-31 00:00:00.000
285,481044938,adventure-works\syed0,Pacific Sales Manager,1969-02-11,M,2007-04-15,20,30,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2007-04-15,NULL,2007-04-14 00:00:00.000
286,758596752,adventure-works\lynn0,Sales Representative,1965-04-18,F,2007-07-01,36,38,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2007-07-01,NULL,2007-06-30 00:00:00.000
287,982310417,adventure-works\amy0,European Sales Manager,1951-10-22,F,2006-05-18,21,30,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2006-05-18,NULL,2006-05-17 00:00:00.000
288,954276278,adventure-works\rachel0,Sales Representative,1969-08-09,F,2007-07-01,35,37,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2007-07-01,NULL,2007-06-30 00:00:00.000
289,668991357,adventure-works\jae0,Sales Representative,1962-04-18,F,2006-07-01,37,38,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2006-07-01,NULL,2006-06-30 00:00:00.000
290,134219713,adventure-works\ranjit0,Sales Representative,1969-10-31,M,2006-07-01,34,37,Sales,Sales and Marketing,Day,07:00:00.0000000,15:00:00.0000000,2006-07-01,NULL,2006-06-30 00:00:00.000
